iteration,time_sec,hvm_busy_cores,hvm_cores,primary_busy_cores,primary_cores,primary_cores_mask,system_busy_mask_raw,f_min,f_max,f_avg,f_stddev,f_med,pred_peak,upper_bound,cpu_max,overpredicted,safeguard,explore,update_model
97,0.676,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111111000011001100000000000000000000000000,2,6,3.171717,0.921575,3.000000,7,7,6,1,0,0,1
97,0.681,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000011001100000000000000000000000000,2,6,3.292929,0.934766,3.000000,7,7,6,1,0,0,1
97,0.686,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000011001100000000000000000000000000,2,6,3.515152,1.008686,3.000000,7,7,6,1,0,0,1
97,0.691,4,4,4,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111111000011001100000000000000000000000000,2,6,3.414141,1.034848,4.000000,7,7,6,1,0,0,1
97,0.696,4,4,2,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111110000000011001100000000000000000000000000,2,6,3.292929,1.056510,3.000000,7,7,6,1,0,0,1
97,0.701,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000011001100000000000000000000000000,2,7,3.202020,0.994732,3.000000,7,7,7,0,0,0,0
97,0.706,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111110000001111001100000000000000000000000000,2,6,3.515152,0.967801,4.000000,8,8,6,1,0,0,1
98,0.711,3,3,3,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110000000011001100000000000000000000000000,2,6,3.525253,0.957094,3.000000,8,8,6,1,0,1,1
99,0.716,1,1,3,10,0000000000000000001111111111111111111100000000000000000000000000,0000000000000000110000001100000011001100000000000000000000111111,2,8,3.515152,1.113404,3.000000,7,7,8,1,0,0,1
100,0.722,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111110000001111001100000000000000000000000000,2,5,2.949495,0.845353,3.000000,8,8,5,1,0,0,1
101,0.727,3,3,2,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111000000000011001100000000000000000000000000,2,5,3.040404,0.827790,3.000000,8,8,5,1,0,0,1
101,0.732,3,3,4,8,0000000000000000000000111111111111111100000000000000000000000000,0000000000000000111111110000110011001100000000000000000000000000,2,6,3.282828,0.876637,3.000000,7,7,6,1,0,0,1
102,0.737,4,4,3,7,0000000000000000000000001111111111111100000000000000000000000000,0000000000000000111111111100000011001100000000000000000000000000,2,5,3.161616,0.884286,3.000000,8,8,5,1,0,0,1
